player_display_name,position,season,recent_team,fantasy_points_ppr
James Stewart,RB,2001,DET,127.7
Ron Dayne,RB,2001,NYG,125.7
Edgerrin James,RB,2001,IND,125.5
Lamont Warren,RB,2001,DET,116.7
Richard Huntley,RB,2001,CAR,111.6
James Allen,RB,2001,CHI,109.2
Trung Canidate,RB,2001,LA,108.5
Terry Allen,RB,2001,BAL,105.6
Mike Anderson,RB,2001,DEN,104.4
Thomas Jones,RB,2001,ARI,102.1
Travis Minor,RB,2001,MIA,101.4
Chris Fuamatu-Ma'afala,RB,2001,PIT,98
Jason Brookins,RB,2001,BAL,95.6
Correll Buckhalter,RB,2001,PHI,92.6
Terrell Davis,RB,2001,DEN,89
Kevin Faulk,RB,2001,NE,82.72
Elvis Joseph,RB,2001,JAX,81.7
Amos Zereoue,RB,2001,PIT,80.5
Tyrone Wheatley,RB,2001,LV,79.7
Troy Hambrick,RB,2001,DAL,78.1
James Jackson,RB,2001,CLE,78
Greg Comella,RB,2001,NYG,71.8
Moe Williams,RB,2001,BAL,71.1
Ki-Jana Carter,RB,2001,WAS,70.1
Obafemi Ayanbadejo,RB,2001,BAL,63.4
Dorsey Levens,RB,2001,GB,62.4
Shawn Bryson,RB,2001,BUF,61
Ricky Watters,RB,2001,SEA,59.5
Brandon Bennett,RB,2001,CIN,58.2
Deuce McAllister,RB,2001,NO,57.18
Michael Wiley,RB,2001,DAL,56.6
Doug Chapman,RB,2001,MIN,55
LaMont Jordan,RB,2001,NYJ,52.6
Zack Crockett,RB,2001,LV,51.5
Cecil Martin,RB,2001,PHI,51.1
Tim Biakabutuka,RB,2001,CAR,51.1
Terry Jackson,RB,2001,SF,50.9
Terrell Fletcher,RB,2001,LAC,50.1
Skip Hicks,RB,2001,TEN,47.3
Jamal Anderson,RB,2001,ATL,43.1
Aaron Stecker,RB,2001,TB,39.3
J.R. Redmond,RB,2001,NE,38.1
Fred Beasley,RB,2001,SF,37.2
Olandis Gary,RB,2001,DEN,35.7
Leon Johnson,RB,2001,CHI,35.62
Mike Green,RB,2001,TEN,33.5
Nick Goings,RB,2001,CAR,31.6
Jameel Cook,RB,2001,TB,26.1
Terry Kirby,RB,2001,LV,26.1
Brian Mitchell,RB,2001,PHI,25.1
Benjamin Gay,RB,2001,CLE,24.3
Randy Jordan,RB,2001,LV,21.2
Fred McCrary,RB,2001,LAC,20.4
Patrick Pass,RB,2001,NE,19.3
Reuben Droughns,RB,2001,DET,19.3
Tony Carter,RB,2001,DEN,17.7
Rodney Thomas,RB,2001,ATL,17.2
Steve Bush,RB,2001,ARI,16
Sammy Morris,RB,2001,BUF,15.8
R.J. Bowers,RB,2001,PIT,15.4
Travis Prentice,RB,2001,MIN,15.3
Rondell Mealey,RB,2001,GB,14.8
Damon Washington,RB,2001,NYG,13.4
Fred Taylor,RB,2001,JAX,12.9
James Hodgins,RB,2001,LA,12.9
KaRon Coleman,RB,2001,DEN,12.2
Ronney Jenkins,RB,2001,LAC,11.9
Mike Cloud,RB,2001,KC,11.4
Stephen Trejo,RB,2001,DET,11.1
Kevin McDougal,RB,2001,IND,8.8
Frank Moreau,RB,2001,JAX,8.7
Paul Smith,RB,2001,SF,8.7
Rabih Abdullah,RB,2001,TB,8.6
Aveion Cason,RB,2001,DET,8.3
J.J. Johnson,RB,2001,MIA,8.3
Curtis Keaton,RB,2001,CIN,6.7
Jay Graham,RB,2001,SEA,5.9
Jamie Reader,RB,2001,PHI,3.4
Jermaine Williams,RB,2001,KC,3.1
Dennis McKinley,RB,2001,ARI,2.1
Terry Witherspoon,RB,2001,DAL,1.9
Charlie Rogers,RB,2001,SEA,1.7
Derrick Harris,RB,2001,LAC,1.7
Wes Ours,RB,2001,TEN,1.3
Brock Olivo,RB,2001,DET,0.6
Rod Smart,RB,2001,PHI,0.6
Travis Jervey,RB,2001,ATL,0.6
Autry Denson,RB,2001,CHI,0.4
Fred McAfee,RB,2001,NO,0.2
Deon Dyer,RB,2001,MIA,0
Justin Watson,RB,2001,LA,0
Nicolas Luchey,RB,2001,CIN,0
Stanley Pritchett,RB,2001,CHI,0
Tony Taylor,RB,2001,DAL,0
Herbert Goodman,RB,2001,GB,-0.1
Tony Gonzalez,TE,2001,KC,205.2
Marcus Pollard,TE,2001,IND,168.9
Shannon Sharpe,TE,2001,BAL,164.1
Frank Wycheck,TE,2001,TEN,152.14
Byron Chamberlain,TE,2001,MIN,139.6
Desmond Clark,TE,2001,DEN,139.6
Jay Riemersma,TE,2001,BUF,130
Bubba Franks,TE,2001,GB,122.2
David Sloan,TE,2001,DET,119.9
Wesley Walls,TE,2001,CAR,118.2
Chad Lewis,TE,2001,PHI,117.2
Ernie Conwell,TE,2001,LA,109.9
Anthony Becht,TE,2001,NYJ,98.1
Freddie Jones,TE,2001,LAC,97.8
Eric Johnson,TE,2001,SF,94.2
Dave Moore,TE,2001,TB,87.5
Kyle Brady,TE,2001,JAX,86.6
Roland Williams,TE,2001,LV,80.8
Ken Dilger,TE,2001,IND,75.86
Alge Crumpler,TE,2001,ATL,74
Erron Kinney,TE,2001,TEN,57.3
Tywan Mitchell,TE,2001,ARI,56.6
Jimmy Kleinsasser,TE,2001,MIN,51.6
Jermaine Wiggins,TE,2001,NE,51.3
Zeron Flemister,TE,2001,WAS,49.6
Jed Weaver,TE,2001,MIA,49.5
Mikhael Ricks,TE,2001,KC,49.2
Cameron Cleeland,TE,2001,NO,48.8
Fred Baxter,TE,2001,CHI,48.8
Brian Kozlowski,TE,2001,ATL,48
Christian Fauria,TE,2001,SEA,45.8
O.J. Santiago,TE,2001,CLE,44.3
Patrick Hape,TE,2001,DEN,42.6
Jackie Harris,TE,2001,DAL,41.1
Todd Heap,TE,2001,BAL,40.6
Kris Mangum,TE,2001,CAR,35.9
Tony McGee,TE,2001,CIN,34.8
Walter Rasby,TE,2001,WAS,34.8
Dan Campbell,TE,2001,NYG,33.8
David Martin,TE,2001,GB,33.4
Terry Hardy,TE,2001,ARI,30.9
Reggie Kelly,TE,2001,ATL,30.2
Itula Mili,TE,2001,SEA,29.8
Mike Lucky,TE,2001,DAL,28.6
Marco Battaglia,TE,2001,WAS,26.7
Jeremy Brigham,TE,2001,LV,26.5
Mike Sellers,TE,2001,CLE,26.3
Damon Jones,TE,2001,JAX,26
Aaron Shea,TE,2001,CLE,22.6
Jerame Tuman,TE,2001,PIT,22.6
Mark Bruener,TE,2001,PIT,21.8
Rickey Dudley,TE,2001,CLE,20.5
Steve Heiden,TE,2001,LAC,19.5
John Davis,TE,2001,CHI,17.8
Stephen Alexander,TE,2001,WAS,17.5
Tony Stewart,TE,2001,PHI,16.2
Marcellus Rivers,TE,2001,NYG,16.1
Jason Dunn,TE,2001,KC,15.4
Todd Yoder,TE,2001,TB,14.8
Matt Cushing,TE,2001,PIT,13.4
J.J. Huggins,TE,2001,DAL,11.6
Andrew Jordan,TE,2001,MIN,10.1
James Dearth,TE,2001,NYJ,10
Rod Rutledge,TE,2001,NE,8.5
Jeff Thomason,TE,2001,PHI,8.3
Pete Mitchell,TE,2001,DET,7.9
Brandon Manumaleuna,TE,2001,LA,7.1
Sheldon Jackson,TE,2001,BUF,7.1
Hunter Goodwin,TE,2001,MIA,6.7
Brian Natkin,TE,2001,TEN,6.2
Shad Meier,TE,2001,TEN,6.1
Matt Dominguez,TE,2001,DEN,5.6
Jake Moreland,TE,2001,CLE,4.5
Tyrone Davis,TE,2001,GB,4.4
Luther Broughton,TE,2001,CAR,4.2
Kirk McMullen,TE,2001,CIN,3.5
John Jones,TE,2001,BAL,3.3
Casey Crawford,TE,2001,CAR,2
John Waerig,TE,2001,DET,1.6
Dave Stachelski,TE,2001,NO,1.5
Howard Cross,TE,2001,NYG,1.5
Lamont Hall,TE,2001,NO,1.5
Bobby Collins,TE,2001,GB,1.3
Brad Banta,TE,2001,DET,0
Mondriel Fulcher,TE,2001,LV,0
Rod Monroe,TE,2001,CLE,0
Ryan Prince,TE,2001,JAX,0
Marvin Harrison,WR,2001,IND,351.7
Terrell Owens,WR,2001,SF,332.3
Rod Smith,WR,2001,DEN,318
David Boston,WR,2001,ARI,307.3
Jimmy Smith,WR,2001,JAX,297
Troy Brown,WR,2001,NE,272
Tim Brown,WR,2001,LV,271.4
Randy Moss,WR,2001,MIN,270.26
Joe Horn,WR,2001,NO,261.9
Torry Holt,WR,2001,LA,259.3
Marty Booker,WR,2001,CHI,259.26
Jerry Rice,WR,2001,LV,250.9
Derrick Mason,WR,2001,TEN,247.8
Kevin Johnson,WR,2001,CLE,247.7
Keenan McCardell,WR,2001,JAX,240
Keyshawn Johnson,WR,2001,TB,236.6
Curtis Conway,WR,2001,LAC,235.1
Darrell Jackson,WR,2001,SEA,227
Hines Ward,WR,2001,PIT,226.6
Qadry Ismail,WR,2001,BAL,221.9
Willie Jackson,WR,2001,NO,217.6
Johnnie Morton,WR,2001,DET,215
Isaac Bruce,WR,2001,LA,208.9
Amani Toomer,WR,2001,NYG,208.2
Plaxico Burress,WR,2001,PIT,202.8
Bill Schroeder,WR,2001,GB,199.4
Laveranues Coles,WR,2001,NYJ,198.6
James Thrash,WR,2001,PHI,198
Peerless Price,WR,2001,BUF,196.2
Cris Carter,WR,2001,MIN,192.5
Eric Moulds,WR,2001,BUF,187.7
Kevin Dyson,WR,2001,TEN,180.5
Chris Chambers,WR,2001,MIA,177.2
Antonio Freeman,WR,2001,GB,171.3
David Patten,WR,2001,NE,167
Jeff Graham,WR,2001,LAC,161.1
Ike Hilliard,WR,2001,NYG,156
J.J. Stokes,WR,2001,SF,154.5
Raghib Ismail,WR,2001,DAL,151.5
Darnay Scott,WR,2001,CIN,150.9
Michael Westbrook,WR,2001,WAS,148.2
Rod Gardner,WR,2001,WAS,143.7
Joey Galloway,WR,2001,DAL,143.06
Peter Warrick,WR,2001,CIN,142.1
James McKnight,WR,2001,MIA,141.3
Joe Jurevicius,WR,2001,NYG,139.6
Oronde Gadsden,WR,2001,MIA,138.4
Wayne Chrebet,WR,2001,NYJ,137
Ricky Proehl,WR,2001,LA,128.8
Todd Pinkston,WR,2001,PHI,125.1
Donald Hayes,WR,2001,CAR,123.7
Travis Taylor,WR,2001,BAL,120.6
Terance Mathis,WR,2001,ATL,119.4
Frank Sanders,WR,2001,ARI,112.8
Muhsin Muhammad,WR,2001,CAR,112.5
Tony Martin,WR,2001,ATL,109.8
Shawn Jefferson,WR,2001,ATL,104.9
Az-Zahir Hakim,WR,2001,LA,103.44
MarTay Jenkins,WR,2001,ARI,102.2
Koren Robinson,WR,2001,SEA,99.9
David Terrell,WR,2001,CHI,99.5
Corey Bradford,WR,2001,GB,95.6
Derrick Alexander,WR,2001,KC,93.6
Isaac Byrd,WR,2001,CAR,92
Eddie Kennison,WR,2001,KC,90.3
Brian Finneran,WR,2001,ATL,90.1
Snoop Minnis,WR,2001,KC,90.1
Quincy Morgan,WR,2001,CLE,87.9
Dez White,WR,2001,CHI,87.8
Jacquez Green,WR,2001,TB,82.2
Tim Dwight,WR,2001,LAC,80
Bobby Shaw,WR,2001,PIT,76.9
Terrence Wilkins,WR,2001,IND,73.2
Brandon Stokley,WR,2001,BAL,70.5
Bobby Engram,WR,2001,SEA,69
Tai Streets,WR,2001,SF,68.5
Jerome Pathon,WR,2001,IND,68.2
Karl Williams,WR,2001,TB,67.4
Ron Dugans,WR,2001,CIN,67.1
Chad Johnson,WR,2001,CIN,66.9
Jake Reed,WR,2001,MIN,65.9
Drew Bennett,WR,2001,TEN,64.9
Germane Crowell,WR,2001,DET,63.5
Marcus Robinson,WR,2001,CHI,61.9
Reggie Wayne,WR,2001,IND,61.5
Troy Edwards,WR,2001,PIT,60.1
Boo Williams,WR,2001,NO,58.2
JaJuan Dawson,WR,2001,CLE,56.1
Freddie Mitchell,WR,2001,PHI,54.9
Kevin Lockett,WR,2001,WAS,54.54
Larry Foster,WR,2001,DET,50.9
Chris Thomas,WR,2001,KC,49.7
Robert Wilson,WR,2001,NO,48.7
Steve Smith,WR,2001,CAR,47.7
Larry Parker,WR,2001,KC,47.5
Bert Emanuel,WR,2001,DET,45.6
Donald Driver,WR,2001,GB,45.5
Dedric Ward,WR,2001,MIA,44
Danny Farmer,WR,2001,CIN,43.8
T.J. Houshmandzadeh,WR,2001,CIN,43.8
Albert Connell,WR,2001,NO,43.7
Sean Dawkins,WR,2001,JAX,43.4
Jerry Porter,WR,2001,LV,42.3
Terry Glenn,WR,2001,NE,40.4
Dennis Northcutt,WR,2001,CLE,39.7
James Williams,WR,2001,SEA,39.2
Scotty Anderson,WR,2001,DET,39.1
Trevor Insley,WR,2001,IND,36.5
Trevor Gaylor,WR,2001,LAC,35.7
Kevin Swayne,WR,2001,NYJ,33.3
Darrin Chiaverini,WR,2001,DAL,33
Reggie Germany,WR,2001,BUF,32.3
Desmond Howard,WR,2001,DET,31.8
Reidel Anthony,WR,2001,TB,31.4
Charles Johnson,WR,2001,NE,31.1
D'Wayne Bates,WR,2001,CHI,31
Ron Dixon,WR,2001,NYG,30.5
Reggie Swinton,WR,2001,DAL,30.3
Patrick Jeffers,WR,2001,CAR,26.7
Dameane Douglas,WR,2001,PHI,24.7
Andre King,WR,2001,CLE,23.9
Jeremy McDaniel,WR,2001,BUF,23.9
Justin Swift,WR,2001,SF,23.6
Ed McCaffrey,WR,2001,DEN,21.4
Scottie Montgomery,WR,2001,DEN,21.4
Frank Murphy,WR,2001,TB,21.1
Chris Cole,WR,2001,DEN,19.8
Jeff Ogden,WR,2001,MIA,19.3
Kevin Kasper,WR,2001,DEN,18.3
Wane McGarity,WR,2001,NO,17.3
Avion Black,WR,2001,BUF,17
Pat Johnson,WR,2001,BAL,16.7
Na Brown,WR,2001,PHI,16.5
Chris Walsh,WR,2001,MIN,15.7
Alex Bannister,WR,2001,SEA,15
Derrius Thompson,WR,2001,WAS,14.2
Jammi German,WR,2001,CLE,13.5
Arnold Jackson,WR,2001,ARI,13.4
Chris Sanders,WR,2001,TEN,12.4
Charles Lee,WR,2001,GB,12.2
Eric Metcalf,WR,2001,WAS,11.9
Justin McCareins,WR,2001,TEN,11.8
Herman Moore,WR,2001,DET,11.6
Milton Wynn,WR,2001,TB,10.9
Quentin McCord,WR,2001,ATL,9.4
Keith Poole,WR,2001,DEN,8.8
Jermaine Lewis,WR,2001,BAL,8.5
Reggie Jones,WR,2001,LAC,7.9
Fred Coleman,WR,2001,NE,7
Torrance Small,WR,2001,NE,6.9
Matt Hatchette,WR,2001,NYJ,6.4
Thabiti Davis,WR,2001,NYG,6.4
Ken-Yon Rambo,WR,2001,DAL,5.8
Pat Batteaux,WR,2001,LAC,5.5
Santana Moss,WR,2001,NYJ,5.4
Damon Gibson,WR,2001,JAX,5.2
Eddie Berlin,WR,2001,TEN,4.8
Gari Scott,WR,2001,PHI,4.6
Glyn Milburn,WR,2001,CHI,4.2
Alvis Whitted,WR,2001,JAX,4.1
Ahmad Merritt,WR,2001,CHI,4
James Jett,WR,2001,LV,3.9
Tony Simmons,WR,2001,IND,3.7
Curtis Jackson,WR,2001,NE,3.6
Vinny Sutherland,WR,2001,SF,3.1
Chris Coleman,WR,2001,TEN,2.9
David Dunn,WR,2001,LV,1.8
Will Blackwell,WR,2001,PIT,1.8
Dante Hall,WR,2001,KC,1
Jonathan Carter,WR,2001,NYG,0
Nate Turner,WR,2001,LAC,0
Travis McGriff,WR,2001,DEN,0
Windrell Hayes,WR,2001,NYJ,0
Mike Alstott,FB,2002,TB,152
Larry Centers,FB,2002,BUF,99.4
Richie Anderson,FB,2002,NYJ,79.4
Rob Konrad,FB,2002,MIA,73.5
William Henderson,FB,2002,GB,69.5
Brad Hoover,FB,2002,CAR,58.6
Bob Christian,FB,2002,ATL,58.3
Tony Richardson,FB,2002,KC,56.6
Mack Strong,FB,2002,SEA,55.4
Marc Edwards,FB,2002,NE,52.2
Joel Makovicka,FB,2002,ARI,46.5
Lorenzo Neal,FB,2002,CIN,43.4
Robert Holcombe,FB,2002,TEN,41.3
Dan Kreider,FB,2002,PIT,39.8
Bryan Johnson,FB,2002,WAS,26.4
Jerald Sowell,FB,2002,NYJ,23.5
Robert Thomas,FB,2002,DAL,23.1
Jon Ritchie,FB,2002,LV,22.6
Heath Evans,FB,2002,SEA,15.4
Terrelle Smith,FB,2002,NO,11.1
Daimon Shelton,FB,2002,CHI,10.4
Verron Haynes,FB,2002,PIT,9.1
Jim Finn,FB,2002,IND,7.9
Phillip Crosby,FB,2002,BUF,7.3
Patrick Washington,FB,2002,JAX,1.5
Chris Hetherington,FB,2002,LA,1.2
David Akers,K,2002,PHI,1
Rich Gannon,QB,2002,LV,303.16
Daunte Culpepper,QB,2002,MIN,285.02
Mike Vick,QB,2002,ATL,279.14
Peyton Manning,QB,2002,IND,264.8
Aaron Brooks,QB,2002,NO,256.18
Trent Green,QB,2002,KC,256.1
Steve McNair,QB,2002,TEN,253.48
Drew Bledsoe,QB,2002,BUF,251.06
Jeff Garcia,QB,2002,SF,251.06
Tom Brady,QB,2002,NE,245.56
Donovan McNabb,QB,2002,PHI,223.56
Brett Favre,QB,2002,GB,221.62
Chad Pennington,QB,2002,NYJ,217.7
Kerry Collins,QB,2002,NYG,210.62
Brad Johnson,QB,2002,TB,200.96
Drew Brees,QB,2002,LAC,188.36
Matt Hasselbeck,QB,2002,SEA,183.2
Jake Plummer,QB,2002,ARI,182.38
Jon Kitna,QB,2002,CIN,176.82
Brian Griese,QB,2002,DEN,175.26
Tommy Maddox,QB,2002,PIT,165.74
Mark Brunell,QB,2002,JAX,158.22
Tim Couch,QB,2002,CLE,155.38
David Carr,QB,2002,HOU,147.88
Jay Fiedler,QB,2002,MIA,144.86
Rodney Peete,QB,2002,CAR,124.6
Jeff Blake,QB,2002,BAL,123.96
Marc Bulger,QB,2002,LA,119.04
Jim Miller,QB,2002,CHI,108.86
Joey Harrington,QB,2002,DET,106.16
Kordell Stewart,QB,2002,PIT,87.3
Shane Matthews,QB,2002,WAS,84.84
Patrick Ramsey,QB,2002,WAS,79.46
Mike McMahon,QB,2002,DET,74.26
Quincy Carter,QB,2002,DAL,73.7
Chad Hutchinson,QB,2002,DAL,65.6
Ray Lucas,QB,2002,MIA,62.4
Chris Redman,QB,2002,BAL,60.16
Steve Beuerlein,QB,2002,DEN,55.9
Kelly Holcomb,QB,2002,CLE,54.5
Jamie Martin,QB,2002,LA,53.24
A.J. Feeley,QB,2002,PHI,53.04
Trent Dilfer,QB,2002,SEA,51.98
Kurt Warner,QB,2002,LA,46.54
Chris Chandler,QB,2002,CHI,46.12
Danny Wuerffel,QB,2002,WAS,34.36
David Garrard,QB,2002,JAX,29.14
Doug Johnson,QB,2002,ATL,27.52
Vinny Testaverde,QB,2002,NYJ,26.26
Rob Johnson,QB,2002,TB,24.74
Koy Detmer,QB,2002,PHI,23.36
Tim Rattay,QB,2002,SF,17.28
Henry Burris,QB,2002,CHI,16.68
Gus Frerotte,QB,2002,CIN,13.68
Doug Pederson,QB,2002,GB,9.26
Randy Fasani,QB,2002,CAR,8.34
Todd Collins,QB,2002,KC,7.62
Jake Delhomme,QB,2002,NO,4.32
Shaun King,QB,2002,TB,3.7
Cory Sauter,QB,2002,CHI,3.16
Doug Flutie,QB,2002,LAC,3.16
Todd Bouman,QB,2002,MIN,2.3
Tory Woodbury,QB,2002,NYJ,2.3
Chris Weinke,QB,2002,CAR,2.1
Akili Smith,QB,2002,CIN,1.18
Jesse Palmer,QB,2002,NYG,0.9
Neil O'Donnell,QB,2002,TEN,0.66
Damon Huard,QB,2002,NE,0.4
Scott Covington,QB,2002,LA,0.28
Alex Van Pelt,QB,2002,BUF,0.2
Jonathan Quinn,QB,2002,KC,-0.1
Rohan Davey,QB,2002,NE,-0.28
Marques Tuiasosopo,QB,2002,LV,-0.3
Sage Rosenfels,QB,2002,MIA,-0.9
Josh McCown,QB,2002,ARI,-1.36
Priest Holmes,RB,2002,KC,440.7
LaDainian Tomlinson,RB,2002,LAC,384.2
Ricky Williams,RB,2002,MIA,360.6
Charlie Garner,RB,2002,LV,347.3
Shaun Alexander,RB,2002,SEA,328.5
Tiki Barber,RB,2002,NYG,321.4
Clinton Portis,RB,2002,DEN,316.2
Deuce McAllister,RB,2002,NO,311
Travis Henry,RB,2002,BUF,285.7
Marshall Faulk,RB,2002,LA,283
Fred Taylor,RB,2002,JAX,269.2
Ahman Green,RB,2002,GB,268.3
Eddie George,RB,2002,TEN,262
Duce Staley,RB,2002,PHI,258
Jamal Lewis,RB,2002,BAL,251.9
Corey Dillon,RB,2002,CIN,241.9
Curtis Martin,RB,2002,NYJ,238.6
Michael Bennett,RB,2002,MIN,231.7
Warrick Dunn,RB,2002,ATL,228.4
Garrison Hearst,RB,2002,SF,226.9
James Stewart,RB,2002,DET,217.4
Edgerrin James,RB,2002,IND,213.3
Marcel Shipp,RB,2002,ARI,208.7
Antowain Smith,RB,2002,NE,201.5
Michael Pittman,RB,2002,TB,180.5
Jamel White,RB,2002,CLE,173.2
Amos Zereoue,RB,2002,PIT,172.3
Moe Williams,RB,2002,MIN,159.5
Stephen Davis,RB,2002,WAS,159.2
Emmitt Smith,RB,2002,DAL,150.4
Lamar Smith,RB,2002,CAR,148.4
William Green,RB,2002,CLE,148
Anthony Thomas,RB,2002,CHI,142.4
Kevin Faulk,RB,2002,NE,142
James Allen,RB,2002,HOU,133.3
Jerome Bettis,RB,2002,PIT,131.3
Antwaan Randle El,RB,2002,PIT,129.1
Kevan Barlow,RB,2002,SF,123.1
Kenny Watson,RB,2002,WAS,122.7
Stacey Mack,RB,2002,JAX,116.5
James Mungro,RB,2002,IND,98.7
Mike Anderson,RB,2002,DEN,95.3
Lamar Gordon,RB,2002,LA,94.6
Thomas Jones,RB,2002,ARI,90.4
T.J. Duckett,RB,2002,ATL,89.8
Dee Brown,RB,2002,CAR,83.6
Cory Schlesinger,RB,2002,DET,83.2
Jonathan Wells,RB,2002,HOU,82.7
Dorsey Levens,RB,2002,PHI,82.5
LaMont Jordan,RB,2002,NYJ,80.6
Ron Dayne,RB,2002,NYG,74.7
Tyrone Wheatley,RB,2002,LV,73
Aveion Cason,RB,2002,DET,70.5
Troy Hambrick,RB,2002,DAL,66.6
Leon Johnson,RB,2002,CHI,66.48
Ladell Betts,RB,2002,WAS,64.1
Tony Fisher,RB,2002,GB,63.3
Zack Crockett,RB,2002,LV,59.8
John Simon,RB,2002,TEN,58.5
Olandis Gary,RB,2002,DEN,53.5
Robert Edwards,RB,2002,MIA,53.3
Chester Taylor,RB,2002,BAL,53.1
Fred Beasley,RB,2002,SF,50.7
Brandon Bennett,RB,2002,CIN,50.4
Michael Wiley,RB,2002,DAL,50.2
Fred McCrary,RB,2002,LAC,47.7
Terry Kirby,RB,2002,LV,47.6
Nick Goings,RB,2002,CAR,45.9
Stanley Pritchett,RB,2002,CHI,41.7
Charles Stackhouse,RB,2002,NYG,39.8
Brian Westbrook,RB,2002,PHI,37.9
Steve Bush,RB,2002,ARI,37.1
Aaron Stecker,RB,2002,TB,35.3
Terrell Fletcher,RB,2002,LAC,35
Mike Cloud,RB,2002,KC,34.3
Alan Ricard,RB,2002,BAL,33.8
Rock Cartwright,RB,2002,WAS,31.3
Najeh Davenport,RB,2002,GB,30.7
Travis Minor,RB,2002,MIA,30
Nicolas Luchey,RB,2002,CIN,29.5
Mike Green,RB,2002,TEN,25.8
Cecil Martin,RB,2002,PHI,25.2
Maurice Morris,RB,2002,SEA,24.8
Reuben Droughns,RB,2002,DEN,23.4
Lamont Warren,RB,2002,DET,22.4
Rondell Mealey,RB,2002,GB,21.1
Adrian Peterson,RB,2002,CHI,20.9
James Fenderson,RB,2002,NO,20.3
Chad Morton,RB,2002,NYJ,17.7
Paul Smith,RB,2002,SF,17.3
Derrick Blaylock,RB,2002,KC,16.9
Rudi Johnson,RB,2002,CIN,16.1
Jarrod Baxter,RB,2002,HOU,15.7
Greg Comella,RB,2002,TEN,15
Chris Fuamatu-Ma'afala,RB,2002,PIT,14.7
James Hodgins,RB,2002,LA,14.4
Damien Anderson,RB,2002,ARI,13.1
Ricky Williams,RB,2002,IND,12.5
Brian Mitchell,RB,2002,PHI,12.28
Omar Easy,RB,2002,KC,11.3
Randy Jordan,RB,2002,LV,11.3
Trung Canidate,RB,2002,LA,9.9
James Jackson,RB,2002,CLE,9.4
Jesse Chatman,RB,2002,LAC,9.3
Doug Chapman,RB,2002,MIN,8.9
Sean Bennett,RB,2002,NYG,8.7
Jameel Cook,RB,2002,TB,8.3
Sammy Morris,RB,2002,BUF,8.3
Rafael Cooper,RB,2002,DET,7.1
Charlie Rogers,RB,2002,BUF,6
Woody Dantzler,RB,2002,DAL,6
Shawn Bryson,RB,2002,BUF,5.4
Stephen Trejo,RB,2002,DET,3.3
Jay Graham,RB,2002,GB,2.9
J.R. Redmond,RB,2002,NE,2.7
Patrick Pass,RB,2002,NE,2.7
Detron Smith,RB,2002,IND,2.4
Joe Montgomery,RB,2002,CAR,2
Curtis Keaton,RB,2002,NO,1.9
Delvin Joyce,RB,2002,NYG,1.7
Jason McKie,RB,2002,DAL,1.7
Travis Jervey,RB,2002,ATL,1.7
George Layne,RB,2002,ATL,1.6
Travis Stephens,RB,2002,TB,1.6
Fred McAfee,RB,2002,NO,1.1
Joe Burns,RB,2002,BUF,0.7
Richard Huntley,RB,2002,DET,0.4
Autry Denson,RB,2002,IND,0.2
Rod Smart,RB,2002,CAR,0.2
Dennis McKinley,RB,2002,ARI,0
Elvis Joseph,RB,2002,JAX,0
Madre Hill,RB,2002,LV,0
R.J. Bowers,RB,2002,CLE,0
Tony Carter,RB,2002,GB,0
Todd Heap,TE,2002,BAL,193.4
Tony Gonzalez,TE,2002,KC,182.3
Jeremy Shockey,TE,2002,NYG,171.4
Shannon Sharpe,TE,2002,DEN,147.6
Bubba Franks,TE,2002,GB,145.44
Billy Miller,TE,2002,HOU,130.3
Marcus Pollard,TE,2002,IND,128.8
Kyle Brady,TE,2002,JAX,113.1
Alge Crumpler,TE,2002,ATL,111.5
Randy McMichael,TE,2002,MIA,110.3
Itula Mili,TE,2002,SEA,105.8
Stephen Alexander,TE,2002,LAC,102
Chad Lewis,TE,2002,PHI,99.8
Ernie Conwell,TE,2002,LA,96.9
Christian Fauria,TE,2002,NE,96.3
Freddie Jones,TE,2002,ARI,85.8
Frank Wycheck,TE,2002,TEN,85.12
Doug Jolley,TE,2002,LV,84.9
Anthony Becht,TE,2002,NYJ,84.3
Jimmy Kleinsasser,TE,2002,MIN,84
Ken Dilger,TE,2002,TB,78.9
Mikhael Ricks,TE,2002,DET,78.9
Byron Chamberlain,TE,2002,MIN,72.9
Jerramy Stevens,TE,2002,SEA,69.2
Eric Johnson,TE,2002,SF,68.1
Wesley Walls,TE,2002,CAR,67.1
Jay Riemersma,TE,2002,BUF,67
Pete Mitchell,TE,2002,JAX,61.6
Mark Campbell,TE,2002,CLE,60.9
Matt Schobel,TE,2002,CIN,60.2
Tony McGee,TE,2002,DAL,58.4
John Davis,TE,2002,CHI,57.3
Rickey Dudley,TE,2002,TB,53.2
Roland Williams,TE,2002,LV,48.3
Dan Campbell,TE,2002,NYG,45.5
Dave Moore,TE,2002,BUF,42.1
Josh Norman,TE,2002,LAC,42.1
Dustin Lyman,TE,2002,CHI,38.1
Zeron Flemister,TE,2002,WAS,36.6
Daniel Graham,TE,2002,NE,36
Jeff Thomason,TE,2002,PHI,34.8
Steve Heiden,TE,2002,CLE,33.5
Cameron Cleeland,TE,2002,NE,33.2
James Whalen,TE,2002,DAL,32.2
Kris Mangum,TE,2002,CAR,31.9
Jed Weaver,TE,2002,MIA,31.5
Erron Kinney,TE,2002,TEN,30.3
Reggie Kelly,TE,2002,ATL,30.2
Terry Jones,TE,2002,BAL,27.6
Tyrone Davis,TE,2002,GB,25.7
